#    L    TT             EE             TE             PP             TP          
   911   0.178245E+04   0.273150E+02   0.658779E+02   0.350513E+06   0.118907E+03
   912   0.176975E+04   0.276434E+02   0.659592E+02   0.349899E+06   0.118190E+03
   913   0.175708E+04   0.279720E+02   0.660060E+02   0.349286E+06   0.117448E+03
   914   0.174443E+04   0.283005E+02   0.660181E+02   0.348675E+06   0.116680E+03
   915   0.173180E+04   0.286289E+02   0.659959E+02   0.348066E+06   0.115888E+03
   916   0.171921E+04   0.289572E+02   0.659394E+02   0.347458E+06   0.115073E+03
   917   0.170664E+04   0.292849E+02   0.658486E+02   0.346852E+06   0.114236E+03
   918   0.169411E+04   0.296122E+02   0.657238E+02   0.346247E+06   0.113378E+03
   919   0.168162E+04   0.299387E+02   0.655651E+02   0.345644E+06   0.112500E+03
   920   0.166917E+04   0.302645E+02   0.653725E+02   0.345042E+06   0.111604E+03
   921   0.165676E+04   0.305892E+02   0.651462E+02   0.344443E+06   0.110689E+03
   922   0.164440E+04   0.309129E+02   0.648866E+02   0.343844E+06   0.109757E+03
   923   0.163210E+04   0.312354E+02   0.645939E+02   0.343248E+06   0.108810E+03
   924   0.161985E+04   0.315566E+02   0.642685E+02   0.342652E+06   0.107847E+03
   925   0.160766E+04   0.318762E+02   0.639106E+02   0.342059E+06   0.106871E+03
   926   0.159553E+04   0.321943E+02   0.635207E+02   0.341467E+06   0.105882E+03
   927   0.158346E+04   0.325107E+02   0.630990E+02   0.340876E+06   0.104882E+03
   928   0.157147E+04   0.328253E+02   0.626460E+02   0.340287E+06   0.103870E+03
   929   0.155955E+04   0.331380E+02   0.621618E+02   0.339699E+06   0.102849E+03
   930   0.154771E+04   0.334485E+02   0.616467E+02   0.339113E+06   0.101819E+03
   931   0.153594E+04   0.337568E+02   0.611010E+02   0.338529E+06   0.100781E+03
   932   0.152426E+04   0.340628E+02   0.605249E+02   0.337946E+06   0.997366E+02
   933   0.151266E+04   0.343663E+02   0.599189E+02   0.337364E+06   0.986865E+02
   934   0.150115E+04   0.346671E+02   0.592829E+02   0.336784E+06   0.976318E+02
   935   0.148972E+04   0.349652E+02   0.586175E+02   0.336206E+06   0.965735E+02
   936   0.147839E+04   0.352603E+02   0.579229E+02   0.335629E+06   0.955126E+02
   937   0.146715E+04   0.355526E+02   0.571995E+02   0.335053E+06   0.944501E+02
   938   0.145600E+04   0.358417E+02   0.564476E+02   0.334479E+06   0.933870E+02
   939   0.144496E+04   0.361275E+02   0.556677E+02   0.333906E+06   0.923245E+02
   940   0.143402E+04   0.364099E+02   0.548602E+02   0.333335E+06   0.912634E+02
   941   0.142318E+04   0.366889E+02   0.540253E+02   0.332765E+06   0.902048E+02
   942   0.141245E+04   0.369643E+02   0.531635E+02   0.332196E+06   0.891498E+02
   943   0.140183E+04   0.372359E+02   0.522752E+02   0.331629E+06   0.880993E+02
   944   0.139132E+04   0.375038E+02   0.513609E+02   0.331064E+06   0.870544E+02
   945   0.138093E+04   0.377677E+02   0.504211E+02   0.330500E+06   0.860161E+02
   946   0.137065E+04   0.380277E+02   0.494562E+02   0.329937E+06   0.849854E+02
   947   0.136050E+04   0.382835E+02   0.484668E+02   0.329375E+06   0.839633E+02
   948   0.135046E+04   0.385351E+02   0.474532E+02   0.328815E+06   0.829509E+02
   949   0.134054E+04   0.387824E+02   0.464159E+02   0.328257E+06   0.819492E+02
   950   0.133076E+04   0.390253E+02   0.453555E+02   0.327699E+06   0.809593E+02
   951   0.132110E+04   0.392636E+02   0.442724E+02   0.327143E+06   0.799818E+02
   952   0.131156E+04   0.394973E+02   0.431670E+02   0.326589E+06   0.790168E+02
   953   0.130216E+04   0.397263E+02   0.420399E+02   0.326035E+06   0.780642E+02
   954   0.129289E+04   0.399505E+02   0.408915E+02   0.325483E+06   0.771236E+02
   955   0.128375E+04   0.401697E+02   0.397223E+02   0.324933E+06   0.761950E+02
   956   0.127475E+04   0.403839E+02   0.385329E+02   0.324384E+06   0.752779E+02
   957   0.126589E+04   0.405930E+02   0.373237E+02   0.323836E+06   0.743724E+02
   958   0.125716E+04   0.407970E+02   0.360956E+02   0.323289E+06   0.734781E+02
   959   0.124857E+04   0.409957E+02   0.348491E+02   0.322744E+06   0.725948E+02
   960   0.124013E+04   0.411892E+02   0.335848E+02   0.322200E+06   0.717223E+02
   961   0.123183E+04   0.413774E+02   0.323034E+02   0.321658E+06   0.708604E+02
   962   0.122368E+04   0.415602E+02   0.310056E+02   0.321116E+06   0.700089E+02
   963   0.121567E+04   0.417376E+02   0.296921E+02   0.320576E+06   0.691676E+02
   964   0.120782E+04   0.419094E+02   0.283632E+02   0.320038E+06   0.683363E+02
   965   0.120011E+04   0.420758E+02   0.270197E+02   0.319500E+06   0.675147E+02
   966   0.119255E+04   0.422364E+02   0.256620E+02   0.318964E+06   0.667026E+02
   967   0.118514E+04   0.423914E+02   0.242908E+02   0.318430E+06   0.658998E+02
   968   0.117789E+04   0.425405E+02   0.229067E+02   0.317896E+06   0.651062E+02
   969   0.117078E+04   0.426839E+02   0.215101E+02   0.317364E+06   0.643215E+02
   970   0.116384E+04   0.428212E+02   0.201016E+02   0.316833E+06   0.635455E+02
   971   0.115704E+04   0.429526E+02   0.186819E+02   0.316304E+06   0.627779E+02
   972   0.115040E+04   0.430780E+02   0.172517E+02   0.315776E+06   0.620186E+02
   973   0.114391E+04   0.431973E+02   0.158114E+02   0.315249E+06   0.612673E+02
   974   0.113758E+04   0.433105E+02   0.143617E+02   0.314723E+06   0.605239E+02
   975   0.113141E+04   0.434176E+02   0.129034E+02   0.314199E+06   0.597881E+02
   976   0.112538E+04   0.435186E+02   0.114370E+02   0.313676E+06   0.590597E+02
   977   0.111953E+04   0.436132E+02   0.996315E+01   0.313154E+06   0.583385E+02
   978   0.111382E+04   0.437017E+02   0.848240E+01   0.312633E+06   0.576243E+02
   979   0.110828E+04   0.437840E+02   0.699542E+01   0.312114E+06   0.569169E+02
   980   0.110289E+04   0.438599E+02   0.550278E+01   0.311596E+06   0.562160E+02
   981   0.109766E+04   0.439296E+02   0.400506E+01   0.311079E+06   0.555215E+02
   982   0.109259E+04   0.439930E+02   0.250288E+01   0.310564E+06   0.548331E+02
   983   0.108767E+04   0.440501E+02   0.996822E+00   0.310050E+06   0.541506E+02
   984   0.108291E+04   0.441008E+02  -0.512525E+00   0.309537E+06   0.534738E+02
   985   0.107831E+04   0.441452E+02  -0.202462E+01   0.309025E+06   0.528026E+02
   986   0.107387E+04   0.441831E+02  -0.353891E+01   0.308514E+06   0.521366E+02
   987   0.106959E+04   0.442147E+02  -0.505488E+01   0.308005E+06   0.514756E+02
   988   0.106546E+04   0.442397E+02  -0.657200E+01   0.307497E+06   0.508196E+02
   989   0.106149E+04   0.442584E+02  -0.808972E+01   0.306990E+06   0.501682E+02
   990   0.105767E+04   0.442704E+02  -0.960747E+01   0.306485E+06   0.495212E+02
   991   0.105401E+04   0.442759E+02  -0.111248E+02   0.305981E+06   0.488784E+02
   992   0.105052E+04   0.442750E+02  -0.126410E+02   0.305477E+06   0.482396E+02
   993   0.104717E+04   0.442674E+02  -0.141554E+02   0.304976E+06   0.476047E+02
   994   0.104398E+04   0.442534E+02  -0.156674E+02   0.304475E+06   0.469733E+02
   995   0.104095E+04   0.442329E+02  -0.171763E+02   0.303975E+06   0.463453E+02
   996   0.103806E+04   0.442059E+02  -0.186815E+02   0.303477E+06   0.457204E+02
   997   0.103534E+04   0.441724E+02  -0.201823E+02   0.302980E+06   0.450985E+02
   998   0.103277E+04   0.441325E+02  -0.216782E+02   0.302484E+06   0.444793E+02
   999   0.103034E+04   0.440861E+02  -0.231682E+02   0.301990E+06   0.438626E+02
  1000   0.102808E+04   0.440333E+02  -0.246518E+02   0.301496E+06   0.432482E+02
  1001   0.102595E+04   0.439740E+02  -0.261283E+02   0.301004E+06   0.426360E+02
  1002   0.102398E+04   0.439083E+02  -0.275968E+02   0.300513E+06   0.420260E+02
  1003   0.102215E+04   0.438360E+02  -0.290567E+02   0.300023E+06   0.414182E+02
  1004   0.102047E+04   0.437573E+02  -0.305073E+02   0.299535E+06   0.408128E+02
  1005   0.101892E+04   0.436722E+02  -0.319479E+02   0.299047E+06   0.402098E+02
  1006   0.101752E+04   0.435807E+02  -0.333781E+02   0.298561E+06   0.396094E+02
  1007   0.101625E+04   0.434830E+02  -0.347975E+02   0.298076E+06   0.390116E+02
  1008   0.101512E+04   0.433794E+02  -0.362060E+02   0.297592E+06   0.384166E+02
  1009   0.101414E+04   0.432698E+02  -0.376031E+02   0.297109E+06   0.378244E+02
  1010   0.101328E+04   0.431546E+02  -0.389885E+02   0.296628E+06   0.372351E+02
  1011   0.101256E+04   0.430337E+02  -0.403618E+02   0.296147E+06   0.366488E+02
  1012   0.101197E+04   0.429074E+02  -0.417228E+02   0.295668E+06   0.360656E+02
  1013   0.101150E+04   0.427756E+02  -0.430711E+02   0.295190E+06   0.354856E+02
  1014   0.101118E+04   0.426383E+02  -0.444060E+02   0.294713E+06   0.349089E+02
  1015   0.101097E+04   0.424953E+02  -0.457272E+02   0.294237E+06   0.343355E+02
  1016   0.101089E+04   0.423468E+02  -0.470343E+02   0.293763E+06   0.337656E+02
  1017   0.101095E+04   0.421924E+02  -0.483267E+02   0.293289E+06   0.331993E+02
  1018   0.101113E+04   0.420322E+02  -0.496041E+02   0.292817E+06   0.326366E+02
  1019   0.101144E+04   0.418663E+02  -0.508658E+02   0.292345E+06   0.320776E+02
  1020   0.101187E+04   0.416946E+02  -0.521112E+02   0.291875E+06   0.315225E+02
  1021   0.101242E+04   0.415174E+02  -0.533397E+02   0.291406E+06   0.309712E+02
  1022   0.101308E+04   0.413348E+02  -0.545505E+02   0.290939E+06   0.304240E+02
  1023   0.101386E+04   0.411470E+02  -0.557428E+02   0.290472E+06   0.298809E+02
  1024   0.101475E+04   0.409542E+02  -0.569160E+02   0.290006E+06   0.293420E+02
  1025   0.101573E+04   0.407564E+02  -0.580694E+02   0.289542E+06   0.288074E+02
  1026   0.101683E+04   0.405540E+02  -0.592022E+02   0.289078E+06   0.282771E+02
  1027   0.101803E+04   0.403468E+02  -0.603146E+02   0.288616E+06   0.277513E+02
  1028   0.101932E+04   0.401349E+02  -0.614066E+02   0.288155E+06   0.272301E+02
  1029   0.102072E+04   0.399186E+02  -0.624781E+02   0.287695E+06   0.267135E+02
  1030   0.102221E+04   0.396977E+02  -0.635293E+02   0.287236E+06   0.262016E+02
  1031   0.102381E+04   0.394723E+02  -0.645603E+02   0.286778E+06   0.256946E+02
  1032   0.102549E+04   0.392426E+02  -0.655710E+02   0.286322E+06   0.251925E+02
  1033   0.102728E+04   0.390086E+02  -0.665616E+02   0.285866E+06   0.246955E+02
  1034   0.102916E+04   0.387703E+02  -0.675313E+02   0.285411E+06   0.242035E+02
  1035   0.103113E+04   0.385279E+02  -0.684796E+02   0.284958E+06   0.237167E+02
  1036   0.103319E+04   0.382816E+02  -0.694058E+02   0.284506E+06   0.232352E+02
  1037   0.103532E+04   0.380315E+02  -0.703092E+02   0.284054E+06   0.227591E+02
  1038   0.103754E+04   0.377777E+02  -0.711894E+02   0.283604E+06   0.222885E+02
  1039   0.103984E+04   0.375204E+02  -0.720456E+02   0.283155E+06   0.218234E+02
  1040   0.104220E+04   0.372596E+02  -0.728772E+02   0.282707E+06   0.213640E+02
  1041   0.104463E+04   0.369955E+02  -0.736842E+02   0.282260E+06   0.209104E+02
  1042   0.104713E+04   0.367280E+02  -0.744664E+02   0.281814E+06   0.204625E+02
  1043   0.104970E+04   0.364571E+02  -0.752236E+02   0.281369E+06   0.200206E+02
  1044   0.105233E+04   0.361830E+02  -0.759564E+02   0.280925E+06   0.195847E+02
  1045   0.105503E+04   0.359055E+02  -0.766639E+02   0.280482E+06   0.191550E+02
  1046   0.105778E+04   0.356248E+02  -0.773470E+02   0.280041E+06   0.187314E+02
  1047   0.106060E+04   0.353409E+02  -0.780049E+02   0.279600E+06   0.183141E+02
  1048   0.106347E+04   0.350538E+02  -0.786376E+02   0.279160E+06   0.179032E+02
  1049   0.106640E+04   0.347640E+02  -0.792444E+02   0.278722E+06   0.174988E+02
  1050   0.106938E+04   0.344716E+02  -0.798267E+02   0.278284E+06   0.171010E+02
  1051   0.107240E+04   0.341767E+02  -0.803838E+02   0.277848E+06   0.167098E+02
  1052   0.107547E+04   0.338796E+02  -0.809149E+02   0.277412E+06   0.163252E+02
  1053   0.107858E+04   0.335804E+02  -0.814201E+02   0.276978E+06   0.159472E+02
  1054   0.108174E+04   0.332795E+02  -0.818994E+02   0.276544E+06   0.155757E+02
  1055   0.108493E+04   0.329768E+02  -0.823535E+02   0.276112E+06   0.152108E+02
  1056   0.108816E+04   0.326724E+02  -0.827816E+02   0.275681E+06   0.148523E+02
  1057   0.109141E+04   0.323665E+02  -0.831830E+02   0.275250E+06   0.145003E+02
  1058   0.109470E+04   0.320592E+02  -0.835592E+02   0.274821E+06   0.141546E+02
  1059   0.109800E+04   0.317505E+02  -0.839087E+02   0.274392E+06   0.138153E+02
  1060   0.110134E+04   0.314406E+02  -0.842315E+02   0.273965E+06   0.134824E+02
  1061   0.110470E+04   0.311296E+02  -0.845290E+02   0.273539E+06   0.131557E+02
  1062   0.110808E+04   0.308176E+02  -0.847991E+02   0.273113E+06   0.128353E+02
  1063   0.111148E+04   0.305045E+02  -0.850440E+02   0.272689E+06   0.125211E+02
  1064   0.111490E+04   0.301907E+02  -0.852622E+02   0.272266E+06   0.122131E+02
  1065   0.111832E+04   0.298762E+02  -0.854537E+02   0.271844E+06   0.119112E+02
  1066   0.112175E+04   0.295611E+02  -0.856199E+02   0.271422E+06   0.116154E+02
  1067   0.112519E+04   0.292455E+02  -0.857594E+02   0.271002E+06   0.113256E+02
  1068   0.112864E+04   0.289295E+02  -0.858730E+02   0.270583E+06   0.110419E+02
  1069   0.113208E+04   0.286133E+02  -0.859605E+02   0.270164E+06   0.107642E+02
  1070   0.113554E+04   0.282970E+02  -0.860221E+02   0.269747E+06   0.104924E+02
  1071   0.113898E+04   0.279807E+02  -0.860577E+02   0.269330E+06   0.102266E+02
  1072   0.114242E+04   0.276646E+02  -0.860681E+02   0.268915E+06   0.996660E+01
  1073   0.114586E+04   0.273487E+02  -0.860524E+02   0.268501E+06   0.971246E+01
  1074   0.114928E+04   0.270333E+02  -0.860116E+02   0.268087E+06   0.946412E+01
  1075   0.115269E+04   0.267184E+02  -0.859454E+02   0.267675E+06   0.922155E+01
  1076   0.115609E+04   0.264042E+02  -0.858533E+02   0.267263E+06   0.898470E+01
  1077   0.115947E+04   0.260906E+02  -0.857367E+02   0.266853E+06   0.875355E+01
  1078   0.116283E+04   0.257780E+02  -0.855956E+02   0.266443E+06   0.852805E+01
  1079   0.116617E+04   0.254665E+02  -0.854292E+02   0.266034E+06   0.830816E+01
  1080   0.116949E+04   0.251560E+02  -0.852390E+02   0.265627E+06   0.809385E+01
  1081   0.117278E+04   0.248468E+02  -0.850236E+02   0.265220E+06   0.788508E+01
  1082   0.117604E+04   0.245389E+02  -0.847844E+02   0.264814E+06   0.768182E+01
  1083   0.117927E+04   0.242325E+02  -0.845214E+02   0.264409E+06   0.748402E+01
  1084   0.118248E+04   0.239277E+02  -0.842346E+02   0.264005E+06   0.729165E+01
  1085   0.118564E+04   0.236245E+02  -0.839248E+02   0.263603E+06   0.710467E+01
  1086   0.118877E+04   0.233232E+02  -0.835905E+02   0.263201E+06   0.692305E+01
  1087   0.119187E+04   0.230236E+02  -0.832339E+02   0.262800E+06   0.674675E+01
  1088   0.119491E+04   0.227261E+02  -0.828542E+02   0.262399E+06   0.657572E+01
  1089   0.119792E+04   0.224307E+02  -0.824515E+02   0.262000E+06   0.640994E+01
  1090   0.120088E+04   0.221375E+02  -0.820264E+02   0.261602E+06   0.624937E+01
  1091   0.120379E+04   0.218466E+02  -0.815798E+02   0.261205E+06   0.609396E+01
  1092   0.120666E+04   0.215581E+02  -0.811109E+02   0.260808E+06   0.594368E+01
  1093   0.120947E+04   0.212722E+02  -0.806212E+02   0.260413E+06   0.579850E+01
  1094   0.121223E+04   0.209889E+02  -0.801099E+02   0.260018E+06   0.565837E+01
  1095   0.121494E+04   0.207085E+02  -0.795785E+02   0.259625E+06   0.552327E+01
  1096   0.121759E+04   0.204309E+02  -0.790263E+02   0.259232E+06   0.539314E+01
  1097   0.122019E+04   0.201563E+02  -0.784540E+02   0.258840E+06   0.526796E+01
  1098   0.122273E+04   0.198847E+02  -0.778623E+02   0.258449E+06   0.514769E+01
  1099   0.122520E+04   0.196164E+02  -0.772513E+02   0.258059E+06   0.503229E+01
  1100   0.122762E+04   0.193514E+02  -0.766216E+02   0.257670E+06   0.492172E+01
  1101   0.122997E+04   0.190895E+02  -0.759726E+02   0.257282E+06   0.481594E+01
  1102   0.123226E+04   0.188311E+02  -0.753058E+02   0.256895E+06   0.471490E+01
  1103   0.123447E+04   0.185763E+02  -0.746203E+02   0.256509E+06   0.461854E+01
  1104   0.123663E+04   0.183251E+02  -0.739175E+02   0.256123E+06   0.452681E+01
  1105   0.123871E+04   0.180775E+02  -0.731976E+02   0.255739E+06   0.443964E+01
  1106   0.124072E+04   0.178336E+02  -0.724609E+02   0.255355E+06   0.435699E+01
  1107   0.124266E+04   0.175936E+02  -0.717078E+02   0.254972E+06   0.427878E+01
  1108   0.124452E+04   0.173575E+02  -0.709387E+02   0.254590E+06   0.420497E+01
  1109   0.124631E+04   0.171255E+02  -0.701540E+02   0.254209E+06   0.413551E+01
  1110   0.124802E+04   0.168976E+02  -0.693542E+02   0.253829E+06   0.407032E+01
  1111   0.124966E+04   0.166738E+02  -0.685397E+02   0.253450E+06   0.400935E+01
  1112   0.125121E+04   0.164542E+02  -0.677109E+02   0.253072E+06   0.395256E+01
  1113   0.125269E+04   0.162389E+02  -0.668682E+02   0.252694E+06   0.389987E+01
  1114   0.125409E+04   0.160281E+02  -0.660121E+02   0.252317E+06   0.385124E+01
  1115   0.125541E+04   0.158217E+02  -0.651430E+02   0.251942E+06   0.380660E+01
  1116   0.125665E+04   0.156198E+02  -0.642614E+02   0.251567E+06   0.376590E+01
  1117   0.125781E+04   0.154224E+02  -0.633677E+02   0.251193E+06   0.372909E+01
  1118   0.125888E+04   0.152298E+02  -0.624622E+02   0.250820E+06   0.369609E+01
  1119   0.125987E+04   0.150418E+02  -0.615456E+02   0.250447E+06   0.366687E+01
  1120   0.126077E+04   0.148585E+02  -0.606181E+02   0.250076E+06   0.364135E+01
  1121   0.126158E+04   0.146801E+02  -0.596802E+02   0.249705E+06   0.361949E+01
  1122   0.126231E+04   0.145065E+02  -0.587324E+02   0.249336E+06   0.360122E+01
  1123   0.126295E+04   0.143378E+02  -0.577751E+02   0.248967E+06   0.358650E+01
  1124   0.126350E+04   0.141741E+02  -0.568087E+02   0.248599E+06   0.357525E+01
  1125   0.126396E+04   0.140154E+02  -0.558337E+02   0.248232E+06   0.356743E+01
  1126   0.126433E+04   0.138618E+02  -0.548507E+02   0.247865E+06   0.356297E+01
  1127   0.126461E+04   0.137132E+02  -0.538601E+02   0.247500E+06   0.356183E+01
  1128   0.126480E+04   0.135699E+02  -0.528625E+02   0.247135E+06   0.356394E+01
  1129   0.126490E+04   0.134317E+02  -0.518583E+02   0.246771E+06   0.356924E+01
  1130   0.126491E+04   0.132987E+02  -0.508480E+02   0.246408E+06   0.357769E+01
  1131   0.126483E+04   0.131710E+02  -0.498323E+02   0.246046E+06   0.358921E+01
  1132   0.126466E+04   0.130486E+02  -0.488114E+02   0.245685E+06   0.360376E+01
  1133   0.126440E+04   0.129315E+02  -0.477859E+02   0.245324E+06   0.362128E+01
  1134   0.126405E+04   0.128198E+02  -0.467562E+02   0.244965E+06   0.364171E+01
  1135   0.126360E+04   0.127135E+02  -0.457228E+02   0.244606E+06   0.366499E+01
  1136   0.126307E+04   0.126125E+02  -0.446860E+02   0.244248E+06   0.369106E+01
  1137   0.126244E+04   0.125170E+02  -0.436464E+02   0.243891E+06   0.371988E+01
  1138   0.126172E+04   0.124268E+02  -0.426045E+02   0.243534E+06   0.375138E+01
  1139   0.126092E+04   0.123421E+02  -0.415606E+02   0.243179E+06   0.378550E+01
